,binder_pdf_scan_page,year,month,day,time_start,time_end,age,sex,lek_name,observer,capture_technique,left_tag_color,left_tag_number,left_tag_code,right_tag_color,right_tag_number,right_tag_code,wygf_leg_band,dominance,weight_bird_and_bag_kg,weight_bag_kg,weight_bird_kg,total_length_mm,tail_length_mm,num_tail_feathers,head_length_mm,wing_length_mm,bill_length_mm,bill_depth_mm,keel_length_mm,comb_length_mm,tarsus_length_mm,toe_length_mm,air_sac_color,comb_color,lice_back_of_head,num_lice_on_comb,num_lice_on_air_sac_left,num_lice_on_air_sac_right,total_num_lice_on_air_sacs,lice_ID_ifpresent,hematomas_combs,num_hematomas_on_comb_left,num_hematomas_on_comb_right,total_num_hematomas_on_combs,hematomas_comb_comments,hematomas_air_sacs,num_hematomas_on_air_sac_left,num_hematomas_on_air_sac_right,total_num_hematomas_on_air_sacs,hematomas_air_sacs_comments,hematoma_group,hematomas_applied,cut_feathers,collect,labelled,samples_collected_blood,blood_smear,blood_tryps,blood_malaria,blood_leuco,blood_haema,samples_collected_fecal,fecal_samples_mites,fecal_samples_spores,fecal_samples_coccidia,fecal_samples_comments,samples_collected_ectoparasites,samples_collected_cecal,hematocrit_cells_1,hematocrit_cells_2,hematocrit_plasma_1,hematocrit_plasma_2,hematocrit_total_1,hematocrit_total_2,slide_number,box_number,existing_injuries,handling_injury,stresses_while_handling_describe,comments
482,14,1989,4,14,2:20,2:34,juven,male,sybille_springs,White/Wilson/Wells,spotlight,orange,1356,O1356,orange,1358,O1358,NA,NA,2.9,0.35,2.55,695,281,17,NA,319,40.9,20.1,163,25.25,67,69,bistre yellow,olive yellow,no,0,1,1,2,NA,yes,1,0,1,NA,yes,20,10,30,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,10,18,7,12,17,30,NA,NA,No,No,Moderate handling stress,No hematozoans
483,15,1989,4,14,2:40,2:46,NA,NA,sybille_springs,White/Wilson/Wells,spotlight,red,1725,R1725,white,1446,W1446,NA,NA,3.1,0.32,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,0,0,0,NA,NA,NA,1,NA,"3 - 4 left, 1 right",yes,0,4,4,NA,NA,NA,NA,NA,NA,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,10,8,10,8,20,16,NA,NA,Small hole in left air sac,No,Heavy respiratory stress,Scabbed hole in right air sac. 2 sores on left air sac. Box 1. No hematozoans.
484,16,1989,4,14,2:35,2:40,NA,NA,sybille_springs,White/Wilson/Wells,spotlight,blue,1658,B1658,yellow,1246,Y1246,NA,NA,3.3,0.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1,0,1,1,NA,yes,0,1,1,NA,yes,8,6,14,NA,NA,NA,NA,NA,NA,yes,NA,NA,no,NA,maybe,no,NA,NA,NA,NA,no,no,7,9,6,8,13,17,NA,NA,No,No,Moderate stressed,"RECAP 89. Box1. 4 random fiels, 484 cells. Seems to be some small round particle surrounding cell - perhaps attracted to outer membrane? At 9x128 - misshaped cell by lump - haema? Doesn't appear to be much except surface thing + bit of an infection."
485,17,1989,4,14,3:30,3:40,adult,male,sybille_springs,White/Wilson/Wells,spotlight,green,1596,G1596,blue,1612,B1612,NA,NA,3.3,0.3,3,722,347,18,NA,346,40.5,21.95,176,25.4,69,68,yellow,olive yellow,no,0,0,1,1,NA,no,0,0,0,NA,yes,2,0,2,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,14,15,13,14.5,27,29.5,33+34,NA,Scar on left air sac,No,Slight,Lost feathers on left flank. No hematozoans. Four random fields - 503 cells - slides # 33. No malaria.
486,18,1989,4,14,4:04,4:15,adult,male,sybille_springs,White/Wilson/Wells,spotlight,red,1711,R1711,blue,1625,B1625,NA,NA,3.2,0.33,2.87,732,309,18,NA,327,38.8,20.2,162,23.1,65,67,bistre yellow,yellow olive,no,0,0,1,1,NA,yes,0,1,1,NA,yes,0,4,4,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,13,14,11,13,24,27,31+32,NA,No,No,Moderate,Box1. No hematozoans. I counted 4 random fields - 478 cells. Slide #32. No malaria.
487,19,1989,4,14,2:49,3:00,adult,male,sybille_springs,White/Wilson/Wells,spotlight,orange,1359,O1359,blue,1619,B1619,NA,NA,3.2,0.35,2.85,758,340,20,NA,337,36.6,23.05,182,25.2,67,68,bistre yellow,olive yellow,yes,0,0,0,0,NA,yes,1,0,1,NA,yes,1,0,1,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,12,14,13.5,14.5,25.5,28.5,23+24,NA,Bruise on left air sac,No,Fine,Box1. No hematozoans. Counted 4 random fields - 472 cells - did #23. No malaria. slides #23 - no malaria.
488,20,1989,4,16,3:32,3:47,juven,male,sybille_springs,White/Shelly,spotlight,green,1553,G1553,white,1403,W1403,NA,NA,2.65,0.35,2.3,691,270,18,NA,320,37.3,22.4,151,25.2,64,62,chrome yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,1,1,2,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,15,16,17,17,32,33,93+94,NA,NA,Hematoma,High stress and resp,Box1. no infection.
489,21,1989,4,16,3:50,4:03,adult,male,sybille_springs,White/Shelly,spotlight,yellow,1254,Y1254,yellow,12585,Y12585,NA,NA,3,0.4,2.6,762,332,18,NA,331,38.8,21.7,157,25.75,64,68,yellow,olive yellow,no,0,1,0,1,NA,yes,5,2,7,NA,yes,1,0,1,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,9,16.5,8,14.5,17,31,83+84,NA,Both air sacs bruised,NA,Moderate,Box1. No infection.
490,22,1989,4,16,3:18,3:31,juven,male,sybille_springs,White/Shelly,spotlight,white,1405,W1405,green,1595,G1595,NA,NA,2.95,0.35,2.6,626,244,18,NA,324,38.8,26.4,162,25.2,67,70,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,0,1,1,NA,NA,NA,yes,yes,yes,yes,NA,NA,maybe,NA,maybe,yes,NA,NA,NA,NA,no,no,14,11,19,14,33,25,81+82,NA,NA,abrasion left elbow,Slight,Box1. Light infection
491,23,1989,4,16,3:07,3:14,NA,male,sybille_springs,White/Shelly,spotlight,orange,1320,O1320,yellow,1250,Y1250,NA,NA,3,0.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,0,0,0,0,NA,no,0,0,0,NA,no,0,0,0,NA,NA,NA,no,no,no,yes,NA,NA,no,NA,no,no,NA,NA,NA,NA,no,no,6,7,9,10,15,17,89+90,NA,Scar on left air sac,NA,NA,RECAP 89. Box1. No infection
492,24,1989,4,24,6:30,6:43,adult,male,sybille_springs,White/Boyce,cannon net,white,619,W619,orange,725,O725,NA,NA,2.85,0.3,2.55,767,352,18,NA,325,40.7,21,165,23.7,68,67,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,4,0,4,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,maybe,yes,NA,NA,NA,NA,no,no,16,19.5,7,9.5,23,29,1+2,NA,several scars on combs but air sac looks good,small hematoma,calm!,RECAP 88. Box 3. Slide 2 - 5 infected cells ? 9.05 x 132 - only a few cells infected. 9.5 x 132.9. 4 random fields - slide #1 - 456 cells. No malaria.
493,25,1989,5,13,6:17,6:25,adult,male,sybille_springs,White/Nickel/Szumski,cannon net,orange,1320,O1320,yellow,1250,Y1250,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,olive yellow,no,0,0,0,0,NA,yes,1,2,3,NA,no,0,0,0,NA,NA,NA,yes,yes,yes,yes,NA,NA,maybe,NA,maybe,no,NA,NA,NA,NA,no,no,9,7,8,7,17,14,41+42,NA,healing - scabs on air sacs,NA,NA,RECAP 89. Bird brought in for blood serum - kept in avian pen. Box 3 5 cells -> 41+42 ->3 cells infected
494,26,1989,4,16,4:07,4:17,NA,female,sybille_springs,White/Shelly,spotlight,red,1709,R1709,yellow,1253,Y1253,NA,NA,1.65,0.4,1.25,480,179,NA,NA,270,31.2,18.3,133,NA,54,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,10.5,12,11,9,30.5,21,85+86,NA,NA,NA,Very calm,Box 1. No infection.
495,27,1989,4,25,1:57,2:12,juven,female,sybille_springs,White/Peterson,spotlight,orange,1360,O1360,yellow,1229,Y1229,NA,NA,1.7,0.3,1.4,502,161,NA,NA,263,20.05,19.8,127,NA,58,56,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,NA,no,yes,NA,NA,NA,NA,no,no,9,NA,7.5,NA,16.5,NA,3+4,NA,Skin torn off upper left chest and cut. Looks like predator had hold of her leg.,NA,Slight,Several tail feathers missing and remaining are broken. Box 3. No infection.
496,"55, 56",1990,5,5,7:52,8:03,juven,male,mud_springs,White/Neimuth/Banfy,cannon net,blue,1614,B1614,white blue,1616,WB1616,SG174,NA,2.95,0.4,2.55,720,300,11,NA,321,41.2,22.4,172,24.6,66,71,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,20,4,24,NA,no,0,0,0,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,3,3,11,10,14,13,75+76,2,NA,NA,NA,"Lower back defeathered, mild (nasty lookin'), abrasion due to net?, Some blood coagulated, may not be accurate hematocrit"
497,"37, 38",1990,5,5,7:14,7:27,adult,male,mud_springs,White/Neimuth/Banfy,cannon net,green,1504,G1504,white red,1765,WR1765,SG172,NA,3.15,0.4,2.75,762,385,20,NA,340,41.7,21.7,158,25.9,69,68,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,4,5,9,NA,yes,0,1,1,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,Tapeworms,no,no,16,18,12,11,24,27,65+66,2,NA,NA,Slight respiratory,NA
498,"49, 50",1990,5,14,7:26,7:39,juven,male,mud_springs,White/Vargas,cannon net,green,1507,G1507,white blue,1634,WB1634,SG181,NA,2.7,0.4,2.3,715,275,9,NA,322,41.4,21.1,175,25.75,66,68,bistre yellow,olive yellow,yes,0,1,0,1,Female Lagopraecus gibsoni ,NA,25,NA,NA,Upper edge R,yes,4,4,8,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,yes,no,9,NA,5,NA,14,NA,85+86,2,NA,Lost feathers from canon net,NA,NA
499,"25, 26",1990,4,21,3:04,3:14,adult,male,mud_springs,White/Holiault,spotlight,green,1512,G1512,white yellow,1280,WY1280,SG151,NA,3.25,0.45,2.8,721,321,10,NA,342,38.8,23.3,159,25.5,68,70,bistre yellow,yellow olive,no,0,1,0,1,NA,no,0,0,0,NA,yes,10,8,18,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,NA,no,no,11,7,4,5,15,12,11+12,2,Healing lots of scabs on air sacs,NA,Lost 5 tail feathers in bag,NA
500,"73, 74",1990,4,19,5:06,5:14,adult,female,mud_springs,White/Freeson,spotlight,orange,1303,O1303,orange,1309,O1309,SG10,NA,2,0.3,1.7,663,222,NA,NA,282,33.1,19,126,NA,60,58,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,10,9,3,4,13,13,37+38,2,NA,NA,NA,NA
501,"43, 44",1990,5,5,8:24,8:38,adult,male,mud_springs,White/Neimuth/Banfy,cannon net,orange,1351,O1351,white blue,1639,WB1639,SG176,NA,3.2,0.35,2.85,773,316,20,NA,339,40.2,22.1,155,25.5,70,68,bistre yellow,olive yellow,yes,0,0,0,0,NA,yes,0,2,2,NA,no,0,0,0,NA,1,NA,yes,yes,yes,yes,NA,NA,yes,no,no,no,no,NA,no,NA,no,no,37,16.5,10,8,47,24.5,71+72,2,Bad bruises both combs,NA,NA,NA
502,"75, 76",1990,4,20,NA,NA,adult,female,mud_springs,White/Freeson,spotlight,orange,1352,O1352,white,1436,W1436,SG11,NA,2,0.4,1.6,545,212,NA,NA,260,30.5,18.9,114,NA,61,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,10,11,3,4,13,15,7+8,2,NA,NA,NA,NA
503,"23, 24",1990,4,21,2:47,2:50,adult,male,mud_springs,White/Holiault,spotlight,orange,1375,O1375,white orange,1377,WO1377,SG155,NA,3.15,0.4,2.75,780,338,20,NA,350,37.5,22.8,109,24.1,66,68,bistre yellow,yellow olive,no,0,0,0,0,NA,yes,2,2,4,NA,yes,0,2,2,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,NA,no,no,14,9,9,6,23,15,9+10,2,Wing bruised under,Hematoma blood - collecting blood left of hematoma on brachial? artery,NA,NA
504,"69, 70",1990,5,14,6:47,6:59,adult,female,mud_springs,White/Varags,cannon net,orange,1383,O1383,green,1510,G1510,SG12,NA,1.75,0.35,1.4,530,204,NA,NA,281,33.7,18.3,121,NA,57,54,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,no,NA,NA,NA,NO SAMPLE,no,no,9,7,6,7,15,14,5+6,3,NA,Wrist bleeding from net,NA,Has brood patch
505,"26, 28",1990,4,21,NA,3:32,adult,male,mud_springs,White/Holiault,spotlight,orange,1388,O1388,white yellow,1293,WY1293,SG157,NA,3.3,NA,NA,745,335,18,NA,342,41.3,23.5,184,25.5,69,65,chrome yellow,olive yellow,no,0,0,0,0,NA,yes,2,2,4,On upper edge,yes,6,4,10,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,19,10,4.5,6,23.5,16,31+32,2,Right air sac bruised,Hematoma,NA,NA
506,"67, 68",1990,5,14,8:31,8:38,adult,female,mud_springs,White/Vargas,cannon net,orange,1390,O1390,yellow,1294,Y1294,SG13,NA,1.9,0.3,1.6,589,227,NA,NA,271,33.6,17.9,150,NA,60,60,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,no,NA,NA,NA,NO SAMPLE,no,no,12,3,4,5,16,8,89+90,2,NA,NA,NA,Has brood patch
507,"65, 66",1990,5,14,8:45,8:52,adult,female,mud_springs,White/Vargas,cannon net,orange,1393,O1393,red,1734,R1734,SG1,NA,1.85,0.25,1.6,570,222,NA,NA,282,33.5,18.5,151,NA,56,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,9,4,5,7,14,11,87+88,2,NA,NA,NA,Has brood patch
508,"71, 72",1990,4,19,4:55,5:03,adult,female,mud_springs,White/Freeson,spotlight,red,1731,R1731,orange,1374,O1374,SG9,NA,2,0.3,1.7,580,212,NA,NA,291,32.1,18.3,149,NA,56,55,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,5.5,9,3.5,5,9,14,35+36,2,NA,NA,NA,NA
509,"33, 34",1990,5,1,8:22,8:37,adult,male,mud_springs,NA,cannon net,red,1740,R1740,white blue,1613,WB1613,SG164,NA,2.9,0.35,2.55,721,322,19,NA,328,38.8,20.2,151,24.8,65,66,bistre yellow,olive yellow,yes,0,0,0,0,Female Lagopraecus gibsoni ,yes,1,1,2,NA,yes,0,3,3,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,yes,no,8,14,4.5,6,12.5,20,55+56,1,NA,NA,High resp,NA
510,"35, 36",1990,5,5,6:58,7:10,adult,male,mud_springs,White/Neimuth/Banfy,cannon net,red,1758,R1758,white green,1508,WG1508,SG171,NA,3.15,0.4,2.75,817,370,19,NA,332,41.3,23.1,160,26.8,70,63,bistre yellow,yellow olive,NA,0,0,0,0,Lagopraecus gibsoni - immature ,yes,10,5,15,NA,yes,1,0,1,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,yes,no,11.5,17,5.5,8,17,25,63+364,2,Bruised rt. air sac,NA,Slight respiratory,NA
511,"41, 42",1990,5,5,8:08,8:28,adult,male,mud_springs,White/Neimuth/Banfy,cannon net,red,1773,R1773,white red,1774,WR1774,SG175,NA,3.35,0.4,2.95,775,300,20,NA,355,42.6,24.8,158,25.4,66,69,yellow,greenish yellow,no,0,0,0,0,NA,NA,NA,NA,NA,Upper edge both,yes,2,3,5,NA,3,yes,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,Tapeworm egg,no,no,24,10.5,8,6,32,16.5,69+70,2,Scratch on air sac,NA,NA,NA
512,"53, 54",1990,5,14,8:14,8:25,juven,male,mud_springs,White/Vargas,cannon net,white,1416,W1416,white green,1564,WG1564,SG183,NA,2.8,0.3,2.5,717,277,18,NA,325,39.5,21.4,181,22.9,68,68,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,4,4,8,NA,yes,4,5,9,NA,NA,NA,yes,no,no,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,16,18,5.5,6.5,21.5,24.5,3+4,3,NA,NA,NA,NA
513,"29, 30",1990,5,1,7:25,7:45,adult,male,mud_springs,White/Austin,cannon net,white,1424,W1424,white red,1737,WR1737,SG165,NA,2.8,0.3,2.5,761,346,18,NA,316,39.1,22,189,25.2,69,65,bistre yellow,olive yellow,no,0,NA,NA,NA,NA,NA,3,NA,NA,Upper edge R,yes,0,1,1,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,no,NA,NA,NA,NO SAMPLE,no,no,2.5,4,2.5,12,5,16,47+48,2,NA,Limping left leg,NA,NA
514,"47, 48",1990,5,14,7:10,7:21,juven,male,mud_springs,White/Vargas,cannon net,white,1447,W1447,white blue,1623,WB1623,SG180,NA,2.7,0.3,2.4,698,266,17,NA,318,38.3,21.8,163,26.5,71,66,bistre yellow,olive yellow,no,0,0,0,0,NA,NA,NA,NA,NA,"Whole left, upper edge right",yes,4,3,7,NA,NA,NA,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,9,15,6,8,15,23,83+84,2,NA,NA,NA,NA
515,"15, 16",1990,4,20,4:04,4:14,adult,male,mud_springs,White/Laessig,spotlight,white blue,1610,WB1610,white,1433,W1433,SG150,NA,3.4,0.4,3,734,350,20,NA,312,39.5,22.4,162,25,68,70,yellow,olive yellow,no,0,0,0,0,NA,yes,3,0,3,NA,no,0,0,0,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,NA,no,no,15,10.5,5,4,20,14.5,1+2,2,Bruised air sac ?,NA,NA,NA
516,"1, 2",1990,4,19,3:38,3:55,adult,male,mud_springs,White/Freeson,spotlight,white blue,1628,WB1628,blue,1629,B1629,SG140,NA,3.45,0.3,3.15,728,345,14,NA,325,40.5,20.2,176,24.1,65,69,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,1,3,4,3R on edge,yes,1,1,2,NA,1,no,yes,yes,no,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,4,5,2,2,6,7,19+20,2,NA,NA,NA,NA
517,"21, 22",1990,4,21,2:12,2:23,adult,male,mud_springs,White/Holiault,spotlight,white green,1511,WG1511,orange,1306,O1306,SG153,NA,3.25,0.4,2.85,734,321,19,NA,322,40.4,23.6,161,27.3,68,70,yellow,olive yellow,no,0,1,1,2,Female Lagopraecus gibsoni ,yes,2,3,5,NA,yes,2,0,2,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,yes,no,9,13,5,5,14,18,29+30,2,NA,NA,NA,Combs - injuries from fight.
518,"63, 64",1990,4,19,4:40,4:52,juven,male,mud_springs,White/Freeson,spotlight,white green,1562,WG1562,green,1572,G1572,SG143,NA,3,0.3,2.7,615,295,18,NA,314,39.2,21.5,152,23.3,64,68,bistre yellow,yellow olive,no,0,5,4,9,NA,yes,0,2,2,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,8,11,9,9,17,20,33+34,2,NA,NA,Slight resp.,NA
519,"61, 62",1990,4,20,2:48,3:01,juven,male,mud_springs,White/Laessig,spotlight,white green,1567,WG1567,white,1432,W1432,SG146,NA,2.9,NA,NA,664,252,16,NA,292,40.2,22.6,148,26.8,68,69,bistre yellow,yellow olive,no,0,NA,NA,NA,NA,NA,4,NA,NA,L upper edge; R upper edge,yes,1,2,3,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,10,13,5,4,15,17,17+18,2,NA,Hematoma blood,NA,Tag colours do not match corresponding lab followup
520,"9, 10",1990,4,20,3:00,3:14,adult,male,mud_springs,White/Laessig,spotlight,white orange,1304,WO1304,blue,1615,B1615,SG147,NA,3.2,0.4,2.8,748,334,18,NA,335,40.9,24,172,27.4,70,66,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,0,2,2,NA,no,0,0,0,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,3,5,9,12,12,17,91+92,1,NA,NA,NA,NA
521,"17, 18",1990,4,20,4:18,4:30,adult,male,mud_springs,White/Laessig,spotlight,white orange,1307,WO1307,red,1764,R1764,SG142,NA,3.2,0.4,2.8,780,330,19,NA,330,40.6,22.4,178,26.7,71,68,chrome yellow,olive yellow,no,0,0,0,0,NA,yes,3,0,3,NA,yes,0,1,1,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,Tapeworm eggs,no,no,3,8,3,4,6,12,3+4,2,NA,NA,NA,NA
522,"11, 12",1990,4,20,3:31,3:42,adult,male,mud_springs,White/Laessig,spotlight,white red,1716,WR1716,red,1721,R1721,SG148,NA,3.3,0.4,2.9,710,332,20,NA,338,40.9,23.4,175,26.8,68,69,bistre yellow,yellow olive,yes,0,0,0,0,NA,no,0,0,0,NA,yes,2,4,6,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,8,8,6,4,14,12,93+94,1,NA,NA,NA,NASTY BOY!
523,"3, 4",1990,4,19,4:01,4:13,adult,male,mud_springs,White/Freeson,spotlight,white red,1733,WR1733,yellow,1277,Y1277,SG141,NA,3.1,0.3,2.8,723,320,17,NA,305,37.4,21.2,161,25.5,68,66,bistre yellow,olive yellow,no,0,0,2,2,NA,yes,2,2,4,NA,yes,5,10,15,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,NA,no,no,8,10,14.5,9,22.5,19,21+22,2,NA,Hematomas from blood draw,NA,NA
524,"19, 20",1990,4,21,1:31,2:06,adult,male,mud_springs,White/Holiault,spotlight,white red,1743,WR1743,orange,1308,O1308,SG152,NA,3.15,0.35,2.8,740,341,20,NA,348,40.7,22.5,185,25.5,69,71,bistre yellow,yellow olive,no,0,0,0,0,NA,yes,0,1,1,NA,no,0,0,0,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,8,14,4.5,5,12.5,19,27+28,2,NA,NA,NA,NA
525,"7, 8",1990,4,20,2:03,2:21,adult,male,mud_springs,White/Laessig,spotlight,white yellow,1228,WY1228,red,1730,R1730,SG144,NA,3.3,0.35,2.95,742,320,20,NA,329,40.2,22.6,164,24.8,66,69,bistre yellow,olive yellow,no,0,0,0,0,NA,no,0,0,0,NA,yes,0,1,1,NA,1,no,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,12,10,4,5,16,15,25+26,2,NA,NA,NA,"Found dead 18 June 90 on lek pile - dead a few days, found by Neimuth"
526,"59, 60",1990,4,20,0:27,0:42,juven,male,mud_springs,White/Holiault,spotlight,white yellow,1232,WY1232,white,1426,W1426,SG145,NA,2.9,0.4,2.5,668,245,20,NA,308,39.9,22.8,179,29.3,68,68,yellow,olive yellow,yes,0,0,0,0,NA,NA,1,NA,NA,Both upper edge,yes,10,4,14,NA,NA,NA,yes,yes,yes,yes,NA,NA,yes,no,no,yes,no,NA,no,NA,no,no,9,17,6,5,15,22,15+16,3,NA,NA,NA,NA
527,"13, 14",1990,4,20,3:47,3:58,adult,male,mud_springs,White/Laessig,spotlight,white yellow,1233,WY1233,yellow,1237,Y1237,SG149,NA,3.3,0.4,2.9,785,348,20,NA,332,38.6,23.5,177,26.8,68,68,yellow,yellow olive,no,0,0,1,1,NA,no,0,0,0,NA,yes,4,5,9,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,13,16,9,10,22,24,95+96,1,NA,NA,NA,NA
528,"57, 58",1990,4,21,2:30,2:41,juven,male,mud_springs,White/Holiault,spotlight,white yellow,1238,WY1238,blue,1638,B1638,SG154,NA,3.1,0.75,2.35,677,280,19,NA,319,32,22.8,154,24.3,65,65,bistre yellow,olive yellow,yes,0,2,0,2,Female Lagopraecus gibsoni ,yes,2,1,3,NA,yes,5,2,7,NA,2,NA,yes,yes,no,yes,NA,NA,no,no,no,no,no,NA,no,NA,yes,no,14.5,8,3.5,3,18,11,13+14,2,Both air sacs bruised,NA,NA,Two bags used to weigh
529,"5, 6",1990,4,19,4:20,4:35,adult,male,mud_springs,White/Freeson,spotlight,white yellow,1274,WY1274,green,1554,G1554,SG135,NA,3.3,0.3,3,792,325,20,NA,319,39.5,22.4,155,25.1,68,71,bistre yellow,olive yellow,no,0,0,0,0,NA,yes,2,2,4,On upper edge,no,0,0,0,NA,3,yes,yes,yes,yes,yes,NA,NA,no,no,no,no,no,NA,no,NA,no,no,6,7,7,8,13,15,23+24,2,"Both air sacs bruised, small scab on left air sac",NA,NA,NA
530,"31, 32",1990,5,1,7:59,8:09,adult,male,mud_springs,White/Austin,cannon net,yellow,1202,Y1202,white orange,1311,WO1311,SG166,NA,3,0.4,2.6,841,395,20,NA,324,42.9,22.1,175,26.45,71,68,chrome yellow,olive yellow,yes,0,0,0,0,Lagopraecus gibsoni - immature ,NA,NA,5,NA,Many L,yes,7,1,8,NA,1,no,yes,yes,yes,yes,NA,NA,no,no,no,no,NA,NA,NA,NO SAMPLE,yes,no,19.5,22,9,10,28.5,32,45+46,2,NA,NA,NA,NA
531,"39, 40",1990,5,5,7:33,7:44,adult,male,mud_springs,White/Neimuth/Banfy,cannon net,yellow,1231,Y1231,white red,1771,WR1771,SG173,NA,3.2,0.4,2.8,801,330,13,NA,321,39.8,22.2,161,25.6,65,65,bistre yellow,olive yellow,no,0,NA,NA,NA,NA,NA,4,NA,NA,NA,no,0,0,0,NA,2,no,yes,yes,yes,yes,NA,NA,no,no,no,yes,no,NA,no,NA,no,no,18,14,6,6,24,20,67+68,2,"Rt. comb badly bruised, missing feathers from back of head",NA,"Overheating, (?)",NA
